DOID:162	S000000364	26354769	HGNC:1722
DOID:162	S000002306	26354769	HGNC:9557
DOID:0050571	S000000391	23569283	HGNC:30760
DOID:0050776	S000000265	26310293	HGNC:13254
DOID:12705	S000002278	15282205	HGNC:3951
DOID:13636	S000005943	29660012	HGNC:3436
DOID:1289	S000004295	25351951	HGNC:118
DOID:5212	S000000178	10581255	HGNC:23056
DOID:162	S000000605	26354769	HGNC:8896
DOID:2394	S000005450	26381082	HGNC:7325
DOID:162	S000001507	26354769	HGNC:18170
DOID:0014667	S000002782	24206186	HGNC:31675
DOID:12705	S000002278	17027502	
DOID:14501	S000004860	24269233	HGNC:29567
DOID:0080111	S000002783	20472482	HGNC:1020
DOID:0050857	S000004374	23541342	HGNC:17095
DOID:0050570	S000000314	14709599	HGNC:18294
DOID:700	S000004374	25261707	HGNC:17095
DOID:1612	S000006074	15649950	HGNC:16627
DOID:162	S000003766	26354769	HGNC:9176
DOID:1612	S000005450	26381082	HGNC:7325
DOID:0110184	S000005269	17572665	
DOID:0050585	S000004396	18250201	HGNC:15832
DOID:0060358	S000001396	16165386	HGNC:29683
DOID:4195	S000003809	23910460	HGNC:2579
DOID:12858	S000002927	14657499	HGNC:3718
DOID:162	S000000313	26354769	HGNC:1442
DOID:700	S000003326	25261707	HGNC:21642
DOID:0050884	S000002457	24598263	HGNC:12009
DOID:12858	S000002536	16115810	HGNC:6528
DOID:1838	S000002678	12572677	HGNC:869
DOID:0080121	S000004241	16582910	HGNC:7224
DOID:0050776	S000004872	25404562	HGNC:19217
DOID:0050585	S000004396	18093937	HGNC:15832
DOID:162	S000003512	26354769	HGNC:30046
DOID:1184	S000003487	21540551	HGNC:20233
DOID:331	S000004295	25351951	HGNC:118
DOID:1064	S000000671	15885099	HGNC:2518
DOID:0050881	S000002284	22728077	HGNC:12666
DOID:10629	S000000037	17033964	HGNC:4837
DOID:310	S000002191	15509579	HGNC:25481
DOID:10652	S000002200	24349441	HGNC:14929
DOID:0050570	S000005313	12217961	HGNC:19358
DOID:2717	S000004802	16288211	HGNC:1058
DOID:162	S000005237	16099424	HGNC:16858
DOID:1838	S000006328	10974539	HGNC:11016
DOID:574	S000005857	24398692	HGNC:9179
DOID:0060479	S000004012	23792098	HGNC:19440
DOID:543	S000003499	15303002	HGNC:4193
DOID:2717	S000004802	10069810	HGNC:1058
DOID:14219	S000000331	25164082	HGNC:853
DOID:1909	S000004542	10582700	HGNC:19894
DOID:14504	S000005927	14970192	HGNC:7897
DOID:162	S000002278	26354769	HGNC:3951
DOID:162	S000000456	26354769	HGNC:3078
DOID:0050776	S000000265	25404562	HGNC:13254
DOID:14501	S000004716	22633490	HGNC:403
DOID:0050429	S000003135	15811312	HGNC:13211
DOID:162	S000005493	26354769	HGNC:9928
DOID:14219	S000005796	18632794	HGNC:866
DOID:0050427	S000000973	8413672	HGNC:3434
DOID:699	S000006056	24573684	HGNC:29882
DOID:0050570	S000000314	22966035	HGNC:18294
DOID:0080199	S000002504	10537275	HGNC:7329
DOID:162	S000000364	25541464	HGNC:1722
DOID:0050570	S000004615	17273964	HGNC:23406
DOID:162	S000000938	26354769	HGNC:4227
DOID:9273	S000006225	23053473	HGNC:10983
DOID:9870	S000000222	10799308	HGNC:12527
DOID:0110162	S000006237	22930593	HGNC:4816
DOID:0050889	S000002173	24220030	HGNC:4551
DOID:9256	S000004777	19863800	HGNC:7127
DOID:12558	S000005857	24398692	HGNC:9179
DOID:3687	S000007324	12524521	
DOID:162	S000004526	23657261	HGNC:26220
DOID:0050570	S000000116	18313027	HGNC:30220
DOID:162	S000003899	23716719	HGNC:18423
DOID:332	S000004641	11027581	HGNC:1613
DOID:4137	S000006225	25216257	HGNC:10983
DOID:0080111	S000002783	17403714	HGNC:1020
DOID:14501	S000005844	22633490	HGNC:3569
DOID:649	S000001906	14559899	HGNC:12612
DOID:0080108	S000004775	20583302	HGNC:13345
DOID:0060318	S000001293	16501610	HGNC:9113
DOID:3146	S000005626	11162577	HGNC:1421
DOID:0060807	S000004065	26290468	HGNC:10298
DOID:1701	S000004090	12829805	HGNC:5215
DOID:12705	S000002278	11030757	HGNC:3951
DOID:0050757	S000003413	11489896	HGNC:11816
DOID:0050781	S000001055	24408909	HGNC:18704
DOID:162	S000002323	26354769	HGNC:6598
DOID:162	S000005450	29654124	HGNC:7325
DOID:332	S000003865	15069187	HGNC:11179
DOID:1324	S000005800	15870694	HGNC:20286
DOID:0050730	S000005324	25564041	HGNC:25223
DOID:162	S000001406	12386167	HGNC:16909
DOID:893	S000002678	26004889	HGNC:870
DOID:700	S000005961	25261707	HGNC:29685
DOID:893	S000002678	14962673	HGNC:870
DOID:162	S000002969	26354769	HGNC:13398
DOID:12858	S000005409	14657499	HGNC:4624
DOID:162	S000001628	26354769	HGNC:9548
DOID:3762	S000006093	10767350	HGNC:2260
DOID:162	S000002457	26354769	HGNC:12009
DOID:0014667	S000001079	9700195	HGNC:406
DOID:0050453	S000005952	25560765	HGNC:1774
DOID:162	S000005702	26354769	HGNC:3647
DOID:3883	S000005450	25302077	HGNC:7325
DOID:0050768	S000003716	19933271	HGNC:18802
DOID:2861	S000005185	14757426	HGNC:4057
DOID:162	S000003016	26354769	HGNC:9552
DOID:0050757	S000003413	11956200	HGNC:11816
DOID:162	S000004925	26354769	HGNC:6402
DOID:3146	S000004775	25475986	HGNC:13345
DOID:3369	S000005237	14521938	HGNC:16858
DOID:162	S000001672	26354769	HGNC:20292
DOID:9273	S000006225	14622413	HGNC:10982
DOID:162	S000002504	29654124	HGNC:7329
DOID:14501	S000004860	22633490	HGNC:3569
DOID:0050570	S000000314	14973778	HGNC:18294
DOID:14504	S000002204	16278452	HGNC:14537
